cena,path
1449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1542.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1543.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1544.jpg
75.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1545.jpg
609.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1546.jpg
529.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1547.jpg
419.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1548.jpg
539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1549.jpg
409.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1550.jpg
169.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1551.jpg
105.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1552.jpg
669.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1553.jpg
279.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1554.jpg
699.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1555.jpg
469.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1556.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1557.jpg
909.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1558.jpg
539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1559.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1560.jpg
539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1561.jpg
1369.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1562.jpg
739.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1563.jpg
1239.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1564.jpg
249.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1565.jpg
68.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1566.jpg
899.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1567.jpg
69.99,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1568.jpg
659.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1569.jpg
1199.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1570.jpg
489.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1571.jpg
159.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1572.jpg
309.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1573.jpg
899.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1574.jpg
619.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1575.jpg
809.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1576.jpg
609.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1577.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1578.jpg
609.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1579.jpg
299.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1580.jpg
469.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1581.jpg
409.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1582.jpg
1539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1583.jpg
339.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1584.jpg
719.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1585.jpg
779.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1586.jpg
229.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1587.jpg
419.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1588.jpg
119.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1589.jpg
429.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1590.jpg
249.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1591.jpg
449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1593.jpg
419.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1594.jpg
1169.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1595.jpg
859.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1596.jpg
679.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1597.jpg
1739.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1598.jpg
219.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1599.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1600.jpg
105.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1601.jpg
449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1602.jpg
93.73,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1603.jpg
79.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1604.jpg
589.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1605.jpg
149.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1606.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1607.jpg
539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1608.jpg
199.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1609.jpg
899.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1610.jpg
1579.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1611.jpg
649.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1612.jpg
899.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1613.jpg
449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1614.jpg
84.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1615.jpg
129.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1616.jpg
209.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1617.jpg
1169.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1618.jpg
91.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1619.jpg
769.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1620.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1621.jpg
659.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1622.jpg
219.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1623.jpg
209.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1624.jpg
229.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1625.jpg
419.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1626.jpg
279.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1627.jpg
272.20,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1628.jpg
539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1629.jpg
579.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1630.jpg
1449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1631.jpg
559.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1632.jpg
699.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1633.jpg
469.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1634.jpg
809.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1635.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1636.jpg
609.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1637.jpg
579.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1638.jpg
989.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1639.jpg
499.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1640.jpg
589.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1641.jpg
159.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1642.jpg
229.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1643.jpg
84.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1644.jpg
539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1645.jpg
229.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1646.jpg
129.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1647.jpg
869.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1648.jpg
269.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1649.jpg
939.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1650.jpg
679.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1651.jpg
619.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1652.jpg
619.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1653.jpg
279.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1654.jpg
1129.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1655.jpg
272.20,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1656.jpg
269.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1657.jpg
569.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1658.jpg
739.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1659.jpg
159.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1660.jpg
759.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1661.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1662.jpg
479.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1663.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1664.jpg
259.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1665.jpg
1209.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1666.jpg
309.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1667.jpg
229.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1668.jpg
379.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1669.jpg
539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1670.jpg
1369.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1671.jpg
129.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1672.jpg
729.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1673.jpg
739.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1674.jpg
339.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1675.jpg
669.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1676.jpg
559.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1677.jpg
759.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1678.jpg
275.54,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1679.jpg
449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1680.jpg
159.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1681.jpg
1029.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1682.jpg
879.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1683.jpg
719.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1684.jpg
1199.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1685.jpg
1369.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1686.jpg
609.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1687.jpg
609.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1688.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1689.jpg
269.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1690.jpg
449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1691.jpg
829.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1692.jpg
249.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1693.jpg
739.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1694.jpg
149.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1695.jpg
989.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1696.jpg
1169.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1697.jpg
449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1698.jpg
899.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1699.jpg
1169.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1700.jpg
49.90,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1701.jpg
779.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1702.jpg
329.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1703.jpg
949.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1704.jpg
399.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1705.jpg
489.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1706.jpg
383.90,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1707.jpg
989.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1708.jpg
609.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1709.jpg
129.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1710.jpg
1369.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1711.jpg
55.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1712.jpg
339.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1713.jpg
1199.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1714.jpg
829.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1715.jpg
129.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1716.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1717.jpg
1619.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1718.jpg
1459.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1719.jpg
151.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1720.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1721.jpg
699.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1722.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1723.jpg
669.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1724.jpg
409.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1725.jpg
77.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1726.jpg
729.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1727.jpg
559.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1728.jpg
449.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1729.jpg
84.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1731.jpg
77.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1732.jpg
1369.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1733.jpg
186.70,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1734.jpg
989.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1735.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1736.jpg
249.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1737.jpg
133.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1738.jpg
1039.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1739.jpg
679.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1740.jpg
129.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1741.jpg
149.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1742.jpg
1079.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1743.jpg
1169.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1744.jpg
699.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1745.jpg
68.95,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1746.jpg
1119.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1747.jpg
169.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1748.jpg
719.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1749.jpg
929.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1750.jpg
469.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1751.jpg
339.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1752.jpg
1579.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1753.jpg
1329.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1754.jpg
469.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1755.jpg
539.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1756.jpg
629.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1757.jpg
469.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1758.jpg
999.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1759.jpg
269.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1760.jpg
49.90,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1761.jpg
489.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1762.jpg
429.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1763.jpg
649.00,C:\Users\micpo\PycharmProjects\Zalando_Web_Scraping_Sunglasses\okulary_zdjecia_bigger\1764.jpg
